order_id,order_date,ship_date,customer_id,customer_name,segment,country,state,postal_code,region,person,product_id,category,subcategory,product_name,sales,quantity,discount,profit,returned
CA-2019-111591,2019-03-21,2019-03-25,Standard Class,Paul Stevenson,Home Office,United States,Seattle,98105.0,West,Anna Andreadi,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",13.0200,7,0.00,0.3906000000000010,
CA-2019-111591,2019-03-21,2019-03-25,Standard Class,Paul Stevenson,Home Office,United States,Seattle,98105.0,West,Anna Andreadi,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",22.1400,3,0.00,6.4206000000000000,
CA-2019-111591,2019-03-21,2019-03-25,Standard Class,Paul Stevenson,Home Office,United States,Seattle,98105.0,West,Anna Andreadi,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,359.3200,4,0.00,7.1863999999999900,
CA-2016-128538,2016-10-11,2016-10-15,Standard Class,Alan Shonely,Consumer,United States,Redondo Beach,90278.0,West,Anna Andreadi,OFF-EN-10001219,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",7.6400,1,0.00,3.7436000000000000,
CA-2018-149762,2018-12-03,2018-12-07,Standard Class,Roger Demir,Consumer,United States,Morgan Hill,95037.0,West,Anna Andreadi,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,268.7040,3,0.20,6.7175999999999800,
CA-2018-149762,2018-12-03,2018-12-07,Standard Class,Roger Demir,Consumer,United States,Morgan Hill,95037.0,West,Anna Andreadi,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,21.9200,8,0.00,5.9184000000000000,
CA-2018-149762,2018-12-03,2018-12-07,Standard Class,Roger Demir,Consumer,United States,Morgan Hill,95037.0,West,Anna Andreadi,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,48.7200,3,0.00,7.3080000000000000,
CA-2018-149762,2018-12-03,2018-12-07,Standard Class,Roger Demir,Consumer,United States,Morgan Hill,95037.0,West,Anna Andreadi,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,205.6660,2,0.15,-12.0980000000000000,
CA-2019-149699,2019-12-22,2019-12-24,First Class,Chad McGuire,Consumer,United States,Los Angeles,90008.0,West,Anna Andreadi,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,474.9500,5,0.00,142.4850000000000000,
CA-2019-110443,2019-11-21,2019-11-25,Standard Class,Chloris Kastensmidt,Consumer,United States,Renton,98059.0,West,Anna Andreadi,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,150.8000,5,0.20,56.5500000000000000,
CA-2019-110443,2019-11-21,2019-11-25,Standard Class,Chloris Kastensmidt,Consumer,United States,Renton,98059.0,West,Anna Andreadi,TEC-MA-10002073,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White",1039.9920,1,0.20,103.9992000000000000,
CA-2019-110443,2019-11-21,2019-11-25,Standard Class,Chloris Kastensmidt,Consumer,United States,Renton,98059.0,West,Anna Andreadi,OFF-PA-10003797,Office Supplies,Paper,Xerox 209,51.8400,8,0.00,24.8832000000000000,
CA-2017-120103,2017-12-24,2017-12-29,Standard Class,Maribeth Schnelling,Consumer,United States,Phoenix,85023.0,West,Anna Andreadi,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,106.2320,7,0.20,37.1812000000000000,
CA-2017-120103,2017-12-24,2017-12-29,Standard Class,Maribeth Schnelling,Consumer,United States,Phoenix,85023.0,West,Anna Andreadi,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,111.9840,2,0.20,11.1984000000000000,
CA-2017-120103,2017-12-24,2017-12-29,Standard Class,Maribeth Schnelling,Consumer,United States,Phoenix,85023.0,West,Anna Andreadi,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,7.7120,2,0.20,1.7352000000000000,
CA-2019-120222,2019-04-25,2019-05-02,Standard Class,Lauren Leatherbury,Consumer,United States,Los Angeles,90032.0,West,Anna Andreadi,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.0500,3,0.00,8.7630000000000000,
CA-2019-120222,2019-04-25,2019-05-02,Standard Class,Lauren Leatherbury,Consumer,United States,Los Angeles,90032.0,West,Anna Andreadi,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,73.3440,3,0.20,27.5040000000000000,
CA-2018-155383,2018-12-17,2018-12-22,Standard Class,Steve Carroll,Home Office,United States,Seattle,98115.0,West,Anna Andreadi,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",46.5300,3,0.00,13.0284000000000000,
CA-2017-161242,2017-06-01,2017-06-08,Standard Class,Catherine Glotzbach,Home Office,United States,Los Angeles,90045.0,West,Anna Andreadi,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.7600,2,0.00,5.7624000000000000,
CA-2016-126683,2016-09-29,2016-10-01,Second Class,Paul Prost,Home Office,United States,Seattle,98115.0,West,Anna Andreadi,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.1600,2,0.00,2.9568000000000000,
CA-2016-126683,2016-09-29,2016-10-01,Second Class,Paul Prost,Home Office,United States,Seattle,98115.0,West,Anna Andreadi,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",2348.8200,9,0.00,399.2994000000000000,
CA-2019-142636,2019-11-03,2019-11-07,Standard Class,Kimberly Carter,Corporate,United States,Seattle,98105.0,West,Anna Andreadi,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,139.8600,7,0.00,65.7342000000000000,
CA-2019-142636,2019-11-03,2019-11-07,Standard Class,Kimberly Carter,Corporate,United States,Seattle,98105.0,West,Anna Andreadi,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307.1360,4,0.20,26.8744000000000000,
CA-2017-142041,2017-06-07,2017-06-09,Second Class,Eleni McCrary,Corporate,United States,Los Angeles,90036.0,West,Anna Andreadi,OFF-BI-10004187,Office Supplies,Binders,3-ring staple pack,7.5200,5,0.20,2.6320000000000000,
CA-2016-141838,2016-03-26,2016-03-31,Second Class,Damala Kotsonis,Corporate,United States,San Francisco,94122.0,West,Anna Andreadi,OFF-AR-10004272,Office Supplies,Art,Newell 308,3.3600,2,0.00,0.8400000000000000,
CA-2016-141838,2016-03-26,2016-03-31,Second Class,Damala Kotsonis,Corporate,United States,San Francisco,94122.0,West,Anna Andreadi,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,27.9360,4,0.20,9.4284000000000000,
CA-2016-141838,2016-03-26,2016-03-31,Second Class,Damala Kotsonis,Corporate,United States,San Francisco,94122.0,West,Anna Andreadi,TEC-PH-10004100,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,28.7840,2,0.20,2.8784000000000000,
CA-2019-101308,2019-10-02,2019-10-07,Standard Class,Frank Gastineau,Home Office,United States,Seattle,98105.0,West,Anna Andreadi,OFF-FA-10002780,Office Supplies,Fasteners,Staples,8.9400,3,0.00,4.1124000000000000,
CA-2019-101308,2019-10-02,2019-10-07,Standard Class,Frank Gastineau,Home Office,United States,Seattle,98105.0,West,Anna Andreadi,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.7840,2,0.20,-20.1362000000000000,
CA-2018-103163,2018-06-07,2018-06-11,Standard Class,Frank Merwin,Home Office,United States,Bakersfield,93309.0,West,Anna Andreadi,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,4.7840,1,0.20,1.5548000000000000,
CA-2018-103163,2018-06-07,2018-06-11,Standard Class,Frank Merwin,Home Office,United States,Bakersfield,93309.0,West,Anna Andreadi,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",4.7300,1,0.00,2.3177000000000000,
CA-2019-115931,2019-12-22,2019-12-26,Standard Class,Jim Mitchum,Corporate,United States,Carlsbad,88220.0,West,Anna Andreadi,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,4.1700,3,0.00,1.0842000000000000,
CA-2019-115931,2019-12-22,2019-12-26,Standard Class,Jim Mitchum,Corporate,United States,Carlsbad,88220.0,West,Anna Andreadi,TEC-PH-10001300,Technology,Phones,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",67.0400,4,0.20,6.7040000000000000,
CA-2019-115931,2019-12-22,2019-12-26,Standard Class,Jim Mitchum,Corporate,United States,Carlsbad,88220.0,West,Anna Andreadi,OFF-ST-10000876,Office Supplies,Storage,Eldon Simplefile Box Office,37.3200,3,0.00,10.4496000000000000,
CA-2019-115931,2019-12-22,2019-12-26,Standard Class,Jim Mitchum,Corporate,United States,Carlsbad,88220.0,West,Anna Andreadi,OFF-LA-10001404,Office Supplies,Labels,Avery 517,18.4500,5,0.00,8.6715000000000000,
US-2017-145422,2017-12-03,2017-12-07,Standard Class,Pierre Wener,Consumer,United States,San Francisco,94110.0,West,Anna Andreadi,FUR-BO-10002213,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",359.4990,3,0.15,-29.6058000000000000,
CA-2018-169957,2018-09-26,2018-09-30,Standard Class,Steve Nguyen,Home Office,United States,Covington,98042.0,West,Anna Andreadi,OFF-AP-10000576,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster II,236.8800,6,0.00,66.3264000000000000,
CA-2018-169957,2018-09-26,2018-09-30,Standard Class,Steve Nguyen,Home Office,United States,Covington,98042.0,West,Anna Andreadi,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),29.9000,5,0.00,14.6510000000000000,
CA-2018-169957,2018-09-26,2018-09-30,Standard Class,Steve Nguyen,Home Office,United States,Covington,98042.0,West,Anna Andreadi,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100.0000,4,0.00,21.0000000000000000,
CA-2019-158120,2019-11-17,2019-11-21,Standard Class,Katharine Harms,Corporate,United States,Hillsboro,97123.0,West,Anna Andreadi,OFF-PA-10003205,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",19.6080,3,0.20,6.6177000000000000,
CA-2019-158120,2019-11-17,2019-11-21,Standard Class,Katharine Harms,Corporate,United States,Hillsboro,97123.0,West,Anna Andreadi,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,4.1580,7,0.70,-3.4650000000000000,
CA-2018-137729,2018-05-05,2018-05-09,Standard Class,Barry Franz,Home Office,United States,Los Angeles,90004.0,West,Anna Andreadi,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.9800,1,0.00,1.0166000000000000,
CA-2018-137729,2018-05-05,2018-05-09,Standard Class,Barry Franz,Home Office,United States,Los Angeles,90004.0,West,Anna Andreadi,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,246.1680,3,0.20,21.5397000000000000,
CA-2016-155264,2016-10-19,2016-10-22,Second Class,Rachel Payne,Corporate,United States,San Francisco,94110.0,West,Anna Andreadi,OFF-BI-10003196,Office Supplies,Binders,Accohide Poly Flexible Ring Binders,2.9920,1,0.20,1.1220000000000000,
CA-2016-155264,2016-10-19,2016-10-22,Second Class,Rachel Payne,Corporate,United States,San Francisco,94110.0,West,Anna Andreadi,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,20.0640,6,0.20,7.0224000000000000,
CA-2016-155264,2016-10-19,2016-10-22,Second Class,Rachel Payne,Corporate,United States,San Francisco,94110.0,West,Anna Andreadi,OFF-PA-10003228,Office Supplies,Paper,Xerox 1917,146.7300,3,0.00,68.9631000000000000,
CA-2016-155264,2016-10-19,2016-10-22,Second Class,Rachel Payne,Corporate,United States,San Francisco,94110.0,West,Anna Andreadi,OFF-LA-10002787,Office Supplies,Labels,Avery 480,18.7500,5,0.00,9.0000000000000000,
CA-2016-155264,2016-10-19,2016-10-22,Second Class,Rachel Payne,Corporate,United States,San Francisco,94110.0,West,Anna Andreadi,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,117.5760,3,0.20,11.7576000000000000,
US-2018-139710,2018-06-09,2018-06-15,Standard Class,Greg Matthias,Consumer,United States,Los Angeles,90045.0,West,Anna Andreadi,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.4800,3,0.20,19.9665000000000000,
US-2018-128678,2018-09-15,2018-09-20,Standard Class,Rob Beeghly,Consumer,United States,Seattle,98105.0,West,Anna Andreadi,OFF-PA-10000807,Office Supplies,Paper,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",21.4000,5,0.00,10.0580000000000000,
US-2018-128678,2018-09-15,2018-09-20,Standard Class,Rob Beeghly,Consumer,United States,Seattle,98105.0,West,Anna Andreadi,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",48.6640,7,0.20,15.8158000000000000,
CA-2018-144792,2018-04-30,2018-05-04,Standard Class,Ken Dana,Corporate,United States,Scottsdale,85254.0,West,Anna Andreadi,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,111.8880,7,0.20,22.3776000000000000,
CA-2017-123232,2017-12-14,2017-12-16,Second Class,Doug Jacobs,Consumer,United States,Portland,97206.0,West,Anna Andreadi,TEC-PH-10001051,Technology,Phones,HTC One,319.9680,4,0.20,35.9964000000000000,
CA-2019-143343,2019-06-10,2019-06-13,First Class,Ben Wallace,Consumer,United States,Los Angeles,90032.0,West,Anna Andreadi,OFF-AR-10002375,Office Supplies,Art,Newell 351,16.4000,5,0.00,4.7560000000000000,
CA-2019-161333,2019-02-02,2019-02-07,Standard Class,John Lee,Consumer,United States,Los Angeles,90045.0,West,Anna Andreadi,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",86.2600,2,0.00,29.3284000000000000,
CA-2019-161333,2019-02-02,2019-02-07,Standard Class,John Lee,Consumer,United States,Los Angeles,90045.0,West,Anna Andreadi,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",139.0400,4,0.00,38.9312000000000000,
CA-2019-161333,2019-02-02,2019-02-07,Standard Class,John Lee,Consumer,United States,Los Angeles,90045.0,West,Anna Andreadi,OFF-AP-10000252,Office Supplies,Appliances,Harmony HEPA Quiet Air Purifiers,46.8000,4,0.00,16.3800000000000000,
CA-2017-105312,2017-11-06,2017-11-09,First Class,Meg Tillman,Consumer,United States,Scottsdale,85254.0,West,Anna Andreadi,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.0800,3,0.20,2.4780000000000000,
CA-2017-105312,2017-11-06,2017-11-09,First Class,Meg Tillman,Consumer,United States,Scottsdale,85254.0,West,Anna Andreadi,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,4.4010,3,0.70,-3.5208000000000000,
CA-2018-136301,2018-03-13,2018-03-15,Second Class,Edward Hooks,Corporate,United States,San Francisco,94109.0,West,Anna Andreadi,FUR-FU-10004712,Furniture,Furnishings,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",28.2800,2,0.00,7.3528000000000000,
CA-2018-136301,2018-03-13,2018-03-15,Second Class,Edward Hooks,Corporate,United States,San Francisco,94109.0,West,Anna Andreadi,OFF-SU-10000151,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,4912.5900,3,0.00,196.5036000000000000,
CA-2017-121797,2017-01-30,2017-02-06,Standard Class,Charles Crestani,Consumer,United States,Los Angeles,90049.0,West,Anna Andreadi,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",227.3600,7,0.00,81.8496000000000000,
CA-2017-121797,2017-01-30,2017-02-06,Standard Class,Charles Crestani,Consumer,United States,Los Angeles,90049.0,West,Anna Andreadi,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1919.9760,3,0.20,215.9973000000000000,
US-2018-125402,2018-09-25,2018-10-01,Standard Class,Dan Lawera,Consumer,United States,Long Beach,90805.0,West,Anna Andreadi,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",10.9000,5,0.00,5.1230000000000000,
